policy,task,outcome,metric,axis,bin_index,x_left,x_right,x_center,n_at_risk,mean,sd,episodes_total,main_L
fastwam,turn_switch,failure,raw_y,normalized_progress,10,0.5,0.55,0.525,6,-8.174293157675057,0.3009666881559997,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,11,0.55,0.6,0.575,6,-8.166515092958072,0.3526103028508981,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,12,0.6,0.65,0.625,6,-8.273953475715208,0.18159756459034596,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,13,0.65,0.7,0.675,6,-8.221445877415372,0.24399937392102652,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,14,0.7,0.75,0.725,6,-8.146206121360555,0.3897731881056552,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,15,0.75,0.8,0.775,6,-8.123012248626589,0.3988496540295178,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,16,0.8,0.85,0.825,6,-8.098748398460529,0.4644326320162729,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,17,0.85,0.9,0.875,6,-8.173819753898757,0.4098599071121902,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,18,0.9,0.95,0.925,6,-8.1161178201659,0.5353701045301322,6,5
fastwam,turn_switch,failure,raw_y,normalized_progress,19,0.95,1.0,0.975,6,-8.093573208969062,0.5230039502299637,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,0,0.0,24.0,12.0,6,-8.225446550832778,0.10037461357409644,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,1,24.0,48.0,36.0,6,-6.847931945919037,0.5854475203525279,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,2,48.0,72.0,60.0,6,-8.21477920390213,0.1708596832805003,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,3,72.0,96.0,84.0,6,-8.204928620100885,0.24972259018105358,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,4,96.0,120.0,108.0,6,-8.256957330209609,0.23222016558725106,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,5,120.0,144.0,132.0,6,-8.182617655164018,0.31355212836236795,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,6,144.0,168.0,156.0,6,-8.162460559807714,0.3576943321045829,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,7,168.0,192.0,180.0,6,-8.158393513537469,0.2826847364587874,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,8,192.0,216.0,204.0,6,-8.194335100278002,0.30483359464481885,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,9,216.0,240.0,228.0,6,-8.20173909600679,0.3034484499402789,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,10,240.0,264.0,252.0,6,-8.236656213999451,0.20220484316313686,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,11,264.0,288.0,276.0,6,-8.175003133775599,0.32679796856160687,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,12,288.0,312.0,300.0,6,-8.110254748710865,0.402860159024135,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,13,312.0,336.0,324.0,6,-8.170062183998882,0.39508059462493433,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,14,336.0,360.0,348.0,6,-8.17234528241271,0.4181290065205261,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,15,360.0,384.0,372.0,6,-8.100104641655657,0.5075562527521867,6,5
fastwam,turn_switch,failure,raw_y,absolute_slot,16,384.0,408.0,396.0,6,-8.111956823935216,0.5605048656420129,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,0,0.0,0.05,0.025,6,0.5044126915259716,0.026367306254993804,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,1,0.05,0.1,0.075,6,2.2568272693270868,0.9277459274385701,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,2,0.1,0.15,0.125,6,2.014195903661926,0.6591855096672024,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,3,0.15,0.2,0.175,6,0.7202350955285327,0.07836695088657417,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,4,0.2,0.25,0.225,6,0.6901089038975826,0.2379799724149225,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,5,0.25,0.3,0.275,6,0.6854891825950085,0.21321939053458194,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,6,0.3,0.35,0.325,6,0.7693969026449853,0.27646440777395725,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,7,0.35,0.4,0.375,6,0.805854873482812,0.28010699129030286,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,8,0.4,0.45,0.425,6,0.7574654731256092,0.31113882013700583,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,9,0.45,0.5,0.475,6,0.7063551585375182,0.28207370997002357,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,10,0.5,0.55,0.525,6,0.6946925262574727,0.26584509596153033,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,11,0.55,0.6,0.575,6,0.7687368406744147,0.29342744649707936,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,12,0.6,0.65,0.625,6,0.6266372057783344,0.2208733165290574,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,13,0.65,0.7,0.675,6,0.7133608886608932,0.18356205734850306,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,14,0.7,0.75,0.725,6,0.7958682859852955,0.6160219716527253,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,15,0.75,0.8,0.775,6,0.9075196999127657,0.5091003595011266,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,16,0.8,0.85,0.825,6,0.9659750573154389,0.7174798590928342,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,17,0.85,0.9,0.875,6,0.8130982125467597,0.43711082795057415,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,18,0.9,0.95,0.925,6,1.015454809354029,0.9710744446613058,6,5
fastwam,turn_switch,failure,abs_R,normalized_progress,19,0.95,1.0,0.975,6,1.0490336101543571,0.9662488772657056,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,0,0.0,24.0,12.0,6,0.48773621796705485,0.02836668331997492,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,1,24.0,48.0,36.0,6,3.0760576432008904,1.3215502551646645,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,2,48.0,72.0,60.0,6,0.7334792443662629,0.12257645232269743,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,3,72.0,96.0,84.0,6,0.7637617299884479,0.11781123801161564,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,4,96.0,120.0,108.0,6,0.6650227032574346,0.213302049095462,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,5,120.0,144.0,132.0,6,0.8156905426391222,0.2673919304745939,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,6,144.0,168.0,156.0,6,0.7925028605057586,0.3327695530684254,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,7,168.0,192.0,180.0,6,0.6991561986374228,0.23757828019343,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,8,192.0,216.0,204.0,6,0.7145785260619449,0.27198475176426623,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,9,216.0,240.0,228.0,6,0.7301566844247619,0.2510541123581958,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,10,240.0,264.0,252.0,6,0.6500177643751192,0.16295715543512423,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,11,264.0,288.0,276.0,6,0.7388671799767952,0.3699757955797388,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,12,288.0,312.0,300.0,6,0.8706534247861021,0.5228024109427833,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,13,312.0,336.0,324.0,6,0.8596030738041018,0.5138432294487296,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,14,336.0,360.0,348.0,6,0.8995746822241214,0.6237567649584104,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,15,360.0,384.0,372.0,6,0.9842562294987031,0.8671144587686782,6,5
fastwam,turn_switch,failure,abs_R,absolute_slot,16,384.0,408.0,396.0,6,1.1042261801374276,1.115301042816718,6,5
fastwam,turn_switch,failure,S,normalized_progress,0,0.0,0.05,0.025,6,-0.05296933437770707,0.20199718366432937,6,5
fastwam,turn_switch,failure,S,normalized_progress,1,0.05,0.1,0.075,6,2.287185956772088,1.178829586655646,6,5
fastwam,turn_switch,failure,S,normalized_progress,2,0.1,0.15,0.125,6,1.0283019824793234,0.6794941511050746,6,5
fastwam,turn_switch,failure,S,normalized_progress,3,0.15,0.2,0.175,6,-0.14796099335874355,0.2930503005527627,6,5
fastwam,turn_switch,failure,S,normalized_progress,4,0.2,0.25,0.225,6,-0.07992480809400852,0.5715113184361554,6,5
fastwam,turn_switch,failure,S,normalized_progress,5,0.25,0.3,0.275,6,-0.1258934003275146,0.6022454831691164,6,5
fastwam,turn_switch,failure,S,normalized_progress,6,0.3,0.35,0.325,6,0.011539983309190538,0.7610424597008185,6,5
fastwam,turn_switch,failure,S,normalized_progress,7,0.35,0.4,0.375,6,0.025352388935834063,0.786040227213307,6,5
fastwam,turn_switch,failure,S,normalized_progress,8,0.4,0.45,0.425,6,0.03239798337284294,0.7393563192759048,6,5
fastwam,turn_switch,failure,S,normalized_progress,9,0.45,0.5,0.475,6,0.005434558051728378,0.7035552443442114,6,5
fastwam,turn_switch,failure,S,normalized_progress,10,0.5,0.55,0.525,6,-0.0458594364358303,0.6996382300604111,6,5
fastwam,turn_switch,failure,S,normalized_progress,11,0.55,0.6,0.575,6,-0.07488489033798564,0.6668034239868222,6,5
fastwam,turn_switch,failure,S,normalized_progress,12,0.6,0.65,0.625,6,-0.12257462374635948,0.5494721429916808,6,5
fastwam,turn_switch,failure,S,normalized_progress,13,0.65,0.7,0.675,6,-0.037013474426727096,0.7373507881237271,6,5
fastwam,turn_switch,failure,S,normalized_progress,14,0.7,0.75,0.725,6,0.09655661743185869,0.9026036082632753,6,5
fastwam,turn_switch,failure,S,normalized_progress,15,0.75,0.8,0.775,6,0.12188588652863032,0.9559653738543983,6,5
fastwam,turn_switch,failure,S,normalized_progress,16,0.8,0.85,0.825,6,0.04413724694535789,0.9626777855041749,6,5
fastwam,turn_switch,failure,S,normalized_progress,17,0.85,0.9,0.875,6,0.02988629214634937,1.0277952387242295,6,5
fastwam,turn_switch,failure,S,normalized_progress,18,0.9,0.95,0.925,6,0.18441972683859986,1.2393048483728493,6,5
fastwam,turn_switch,failure,S,normalized_progress,19,0.95,1.0,0.975,6,0.23780403468958675,1.3600297082671127,6,5
fastwam,turn_switch,failure,S,absolute_slot,0,0.0,24.0,12.0,6,-0.05296933437770707,0.20199718366432937,6,5
fastwam,turn_switch,failure,S,absolute_slot,1,24.0,48.0,36.0,6,2.8722247795595357,1.4640311854977734,6,5
fastwam,turn_switch,failure,S,absolute_slot,2,48.0,72.0,60.0,6,-0.2009798822408179,0.3246232070367576,6,5
fastwam,turn_switch,failure,S,absolute_slot,3,72.0,96.0,84.0,6,-0.06843266003563202,0.5645222079808394,6,5
fastwam,turn_switch,failure,S,absolute_slot,4,96.0,120.0,108.0,6,-0.1258934003275146,0.6022454831691164,6,5
fastwam,turn_switch,failure,S,absolute_slot,5,120.0,144.0,132.0,6,0.011539983309190519,0.7610424597008185,6,5
fastwam,turn_switch,failure,S,absolute_slot,6,144.0,168.0,156.0,6,0.02880549034249495,0.8006374682076288,6,5
fastwam,turn_switch,failure,S,absolute_slot,7,168.0,192.0,180.0,6,0.03479297872640825,0.701042573673865,6,5
fastwam,turn_switch,failure,S,absolute_slot,8,192.0,216.0,204.0,6,-0.03860307296029145,0.7096308599254164,6,5
fastwam,turn_switch,failure,S,absolute_slot,9,216.0,240.0,228.0,6,-0.07488489033798566,0.6668034239868224,6,5
fastwam,turn_switch,failure,S,absolute_slot,10,240.0,264.0,252.0,6,-0.12257462374635948,0.5494721429916808,6,5
fastwam,turn_switch,failure,S,absolute_slot,11,264.0,288.0,276.0,6,-0.015623187096818989,0.8138984152533075,6,5
fastwam,turn_switch,failure,S,absolute_slot,12,288.0,312.0,300.0,6,0.1713431537843105,0.9670100062297192,6,5
fastwam,turn_switch,failure,S,absolute_slot,13,312.0,336.0,324.0,6,0.04769998564510999,0.9489274502840698,6,5
fastwam,turn_switch,failure,S,absolute_slot,14,336.0,360.0,348.0,6,0.029886292146349348,1.0277952387242295,6,5
fastwam,turn_switch,failure,S,absolute_slot,15,360.0,384.0,372.0,6,0.18441972683859986,1.2393048483728493,6,5
fastwam,turn_switch,failure,S,absolute_slot,16,384.0,408.0,396.0,6,0.2511501116523334,1.3937577046546519,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,0,0.0,0.05,0.025,6,0.4693986558793967,0.06638508632578652,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,1,0.05,0.1,0.075,6,1.0377484261069763,0.291133569676981,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,2,0.1,0.15,0.125,6,0.8715729022308342,0.14596530949750333,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,3,0.15,0.2,0.175,6,0.6608915327946076,0.1431179294600809,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,4,0.2,0.25,0.225,6,0.5582650826185579,0.15010942975107908,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,5,0.25,0.3,0.275,6,0.5458679618537257,0.15187370176902928,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,6,0.3,0.35,0.325,6,0.6091992566616208,0.11034402298029142,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,7,0.35,0.4,0.375,6,0.5765741969106654,0.13608651156321783,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,8,0.4,0.45,0.425,6,0.5667889597226984,0.134082744183495,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,9,0.45,0.5,0.475,6,0.5027136754268012,0.18309022791150617,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,10,0.5,0.55,0.525,6,0.4826688690120859,0.18457842081950784,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,11,0.55,0.6,0.575,6,0.5044539151014856,0.09605878021938313,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,12,0.6,0.65,0.625,6,0.548820678798443,0.08180250971771898,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,13,0.65,0.7,0.675,6,0.5839763710492732,0.07410949820774944,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,14,0.7,0.75,0.725,6,0.57170850067831,0.1397906499628448,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,15,0.75,0.8,0.775,6,0.5822156419030996,0.09682102232828735,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,16,0.8,0.85,0.825,6,0.5749062731265676,0.1630540156039807,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,17,0.85,0.9,0.875,6,0.4743611163079469,0.1280053134305416,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,18,0.9,0.95,0.925,6,0.5965436756443647,0.08522961223344268,6,5
fastwam,turn_switch,failure,abs_I,normalized_progress,19,0.95,1.0,0.975,6,0.6095406061217481,0.19298047881620228,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,0,0.0,24.0,12.0,6,0.450012312101103,0.05061021764449053,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,1,24.0,48.0,36.0,6,1.1544913287849765,0.32268112724013515,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,2,48.0,72.0,60.0,6,0.6440087960208792,0.17751581746925263,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,3,72.0,96.0,84.0,6,0.6562174195182421,0.10989346210662415,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,4,96.0,120.0,108.0,6,0.5483906114782147,0.16772412835469333,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,5,120.0,144.0,132.0,6,0.6081520115110012,0.14350646609725667,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,6,144.0,168.0,156.0,6,0.5486459359522247,0.08786349167962865,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,7,168.0,192.0,180.0,6,0.5356731757901475,0.17158748474485566,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,8,192.0,216.0,204.0,6,0.4785220227862341,0.18873869580413943,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,9,216.0,240.0,228.0,6,0.5310059146565238,0.11563430986013469,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,10,240.0,264.0,252.0,6,0.5566213369002705,0.10734976100157669,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,11,264.0,288.0,276.0,6,0.5539642329443762,0.10725496291132096,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,12,288.0,312.0,300.0,6,0.5699438835685533,0.0891763165613823,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,13,312.0,336.0,324.0,6,0.5405298032522898,0.11162206796333132,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,14,336.0,360.0,348.0,6,0.5589312282208773,0.21372703678606966,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,15,360.0,384.0,372.0,6,0.6022728616765954,0.12574370369330426,6,5
fastwam,turn_switch,failure,abs_I,absolute_slot,16,384.0,408.0,396.0,6,0.6041960596927479,0.17979445649317613,6,5
fastwam,turn_switch,success,raw_y,normalized_progress,0,0.0,0.05,0.025,10,-8.127115396822825,0.12412616083469713,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,1,0.05,0.1,0.075,10,-8.46065979397626,0.12847861155599577,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,2,0.1,0.15,0.125,10,-8.32050254807396,0.09544385154825669,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,3,0.15,0.2,0.175,10,-8.10005976380685,0.19834061740877548,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,4,0.2,0.25,0.225,10,-7.968122356050128,0.1467270979564347,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,5,0.25,0.3,0.275,10,-8.286847019427658,0.1572257818402617,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,6,0.3,0.35,0.325,10,-8.202451291770103,0.18481886577965836,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,7,0.35,0.4,0.375,10,-8.043240632638142,0.5028525022983085,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,8,0.4,0.45,0.425,10,-7.538514991863781,0.7396097416241454,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,9,0.45,0.5,0.475,10,-6.946368892271407,0.9236645198194976,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,10,0.5,0.55,0.525,10,-6.495310731991355,0.8722035615840512,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,11,0.55,0.6,0.575,10,-6.177884311997256,0.8182090287816233,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,12,0.6,0.65,0.625,10,-6.183706970839691,1.2282110863497437,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,13,0.65,0.7,0.675,10,-6.084491123230382,1.0756137019857233,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,14,0.7,0.75,0.725,10,-6.96121147189736,1.184042263352839,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,15,0.75,0.8,0.775,10,-7.767917279455991,1.3142633115058187,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,16,0.8,0.85,0.825,10,-7.823083267685627,1.2777388908172291,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,17,0.85,0.9,0.875,10,-8.23897657378033,0.1954035451954101,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,18,0.9,0.95,0.925,10,-8.12569553636822,0.27833353953486717,10,5
fastwam,turn_switch,success,raw_y,normalized_progress,19,0.95,1.0,0.975,10,-8.261515236106103,0.2406478411105336,10,5
fastwam,turn_switch,success,raw_y,absolute_slot,0,0.0,24.0,12.0,10,-8.221181480463526,0.05396936710620577,10,5
fastwam,turn_switch,success,raw_y,absolute_slot,1,24.0,48.0,36.0,10,-6.535115947442604,0.6896629319356359,10,5
fastwam,turn_switch,success,raw_y,absolute_slot,2,48.0,72.0,60.0,10,-8.25832931611922,0.16883339167439498,10,5
fastwam,turn_switch,success,raw_y,absolute_slot,3,72.0,96.0,84.0,1,-8.311845840010543,,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,0,0.0,0.05,0.025,10,0.6418845748624253,0.33790938154514816,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,1,0.05,0.1,0.075,10,0.5178864509119931,0.18863308714464885,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,2,0.1,0.15,0.125,10,0.3696497431555395,0.10685059489652435,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,3,0.15,0.2,0.175,10,0.474471685688232,0.11617552301133305,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,4,0.2,0.25,0.225,10,0.32277746477964225,0.10694805859117261,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,5,0.25,0.3,0.275,10,0.47978230151258955,0.19173078884081401,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,6,0.3,0.35,0.325,10,0.5191655240252555,0.38871928065119254,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,7,0.35,0.4,0.375,10,1.282154468763598,1.2368680351212105,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,8,0.4,0.45,0.425,10,2.405429886652119,1.8933357782818765,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,9,0.45,0.5,0.475,10,3.548396572870582,1.838879656607287,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,10,0.5,0.55,0.525,10,3.9340503221110197,1.8637849792626522,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,11,0.55,0.6,0.575,10,4.035797830529872,1.9369700434384363,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,12,0.6,0.65,0.625,10,4.377440856628397,2.256942852450738,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,13,0.65,0.7,0.675,10,4.147761439135801,1.915699496657388,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,14,0.7,0.75,0.725,10,2.8605631843446724,2.1216503837880447,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,15,0.75,0.8,0.775,10,1.7698552728865526,2.4092405405414157,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,16,0.8,0.85,0.825,10,1.5245928205635053,2.0559693292367522,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,17,0.85,0.9,0.875,10,0.6051528883259019,0.21218956960252777,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,18,0.9,0.95,0.925,10,0.5957501364737159,0.4162109878563804,10,5
fastwam,turn_switch,success,abs_R,normalized_progress,19,0.95,1.0,0.975,10,0.6157440712799149,0.23137303779128116,10,5
fastwam,turn_switch,success,abs_R,absolute_slot,0,0.0,24.0,12.0,10,0.4594042257507097,0.0333419903337077,10,5
fastwam,turn_switch,success,abs_R,absolute_slot,1,24.0,48.0,36.0,10,3.8214968584351015,1.6335101489202934,10,5
fastwam,turn_switch,success,abs_R,absolute_slot,2,48.0,72.0,60.0,10,0.6848754217587955,0.1726842656649906,10,5
fastwam,turn_switch,success,abs_R,absolute_slot,3,72.0,96.0,84.0,1,0.3214397419392224,,10,5
fastwam,turn_switch,success,S,normalized_progress,0,0.0,0.05,0.025,10,-0.0358871928241374,0.16441345658312498,10,5
fastwam,turn_switch,success,S,normalized_progress,1,0.05,0.1,0.075,10,-0.0358871928241374,0.16441345658312498,10,5
fastwam,turn_switch,success,S,normalized_progress,2,0.1,0.15,0.125,10,-0.0358871928241374,0.16441345658312498,10,5
fastwam,turn_switch,success,S,normalized_progress,3,0.15,0.2,0.175,10,-0.0358871928241374,0.16441345658312498,10,5
fastwam,turn_switch,success,S,normalized_progress,4,0.2,0.25,0.225,10,-0.0358871928241374,0.16441345658312498,10,5
fastwam,turn_switch,success,S,normalized_progress,5,0.25,0.3,0.275,10,-0.0358871928241374,0.16441345658312498,10,5
fastwam,turn_switch,success,S,normalized_progress,6,0.3,0.35,0.325,10,0.3881476015230689,1.377875592062557,10,5
fastwam,turn_switch,success,S,normalized_progress,7,0.35,0.4,0.375,10,2.165536474301584,1.7125325505664246,10,5
fastwam,turn_switch,success,S,normalized_progress,8,0.4,0.45,0.425,10,3.0293791788610407,1.5201644105589356,10,5
fastwam,turn_switch,success,S,normalized_progress,9,0.45,0.5,0.475,10,3.602397445502264,1.535224875246989,10,5
fastwam,turn_switch,success,S,normalized_progress,10,0.5,0.55,0.525,10,3.602397445502264,1.535224875246989,10,5
fastwam,turn_switch,success,S,normalized_progress,11,0.55,0.6,0.575,10,3.4988555452588956,1.5190976900616555,10,5
fastwam,turn_switch,success,S,normalized_progress,12,0.6,0.65,0.625,10,3.188229844528788,1.856447124965366,10,5
fastwam,turn_switch,success,S,normalized_progress,13,0.65,0.7,0.675,10,3.188229844528788,1.856447124965366,10,5
fastwam,turn_switch,success,S,normalized_progress,14,0.7,0.75,0.725,10,1.8636735410283358,1.9527781199694354,10,5
fastwam,turn_switch,success,S,normalized_progress,15,0.75,0.8,0.775,10,0.6396601749829753,2.1394087446328744,10,5
fastwam,turn_switch,success,S,normalized_progress,16,0.8,0.85,0.825,10,0.6396601749829753,2.1394087446328744,10,5
fastwam,turn_switch,success,S,normalized_progress,17,0.85,0.9,0.875,10,-0.2827739477559641,0.37801253649302846,10,5
fastwam,turn_switch,success,S,normalized_progress,18,0.9,0.95,0.925,10,-0.29948432033800576,0.3633559434288192,10,5
fastwam,turn_switch,success,S,normalized_progress,19,0.95,1.0,0.975,10,-0.29948432033800576,0.3633559434288192,10,5
fastwam,turn_switch,success,S,absolute_slot,0,0.0,24.0,12.0,10,-0.0358871928241374,0.16441345658312498,10,5
fastwam,turn_switch,success,S,absolute_slot,1,24.0,48.0,36.0,10,3.602397445502264,1.535224875246989,10,5
fastwam,turn_switch,success,S,absolute_slot,2,48.0,72.0,60.0,10,-0.27720382356195017,0.38439108703807295,10,5
fastwam,turn_switch,success,S,absolute_slot,3,72.0,96.0,84.0,1,-0.0820680566786809,,10,5
fastwam,turn_switch,success,abs_I,normalized_progress,0,0.0,0.05,0.025,10,0.6354937147990724,0.2577680640679679,10,5
fastwam,turn_switch,success,abs_I,normalized_progress,1,0.05,0.1,0.075,10,0.51504913365454,0.1867108103835903,10,5
fastwam,turn_switch,success,abs_I,normalized_progress,2,0.1,0.15,0.125,10,0.33012965548383244,0.11226816849802537,10,5
fastwam,turn_switch,success,abs_I,normalized_progress,3,0.15,0.2,0.175,10,0.5025710267250935,0.20573866182786527,10,5
fastwam,turn_switch,success,abs_I,normalized_progress,4,0.2,0.25,0.225,10,0.35842816663357174,0.12095978960169994,10,5
fastwam,turn_switch,success,abs_I,normalized_progress,5,0.25,0.3,0.275,10,0.43443110241005833,0.14512385897639304,10,5
fastwam,turn_switch,success,abs_I,normalized_progress,6,0.3,0.35,0.325,10,0.6049205398779238,0.8286949066111351,10,5
fastwam,turn_switch,success,abs_I,normalized_progress,7,0.35,0.4,0.375,10,1.7703032063853759,1.3884554470530133,10,5
fastwam,turn_switch,success,abs_I,normalized_progress,8,0.4,0.45,0.425,10,1.0950817332220488,0.5517477400903115,10,5
fastwam,turn_switch,success,abs_I,normalized_progress,9,0.45,0.5,0.475,10,1.0351010696364384,0.7869124756149584,10,5
fastwam,turn_switch,success,abs_I,normalized_progress,10,0.5,0.55,0.525,10,0.8299618720277644,0.2848455823539438,10,5
fastwam,turn_switch,success,abs_I,normalized_progress,11,0.55,0.6,0.575,10,0.7404664564412636,0.28747346891609943,10,5
